node,file
NODE_1149_length_31463_cov_42.390792,SRR7968125
NODE_2701_length_17894_cov_20.202534,SRR7968125
NODE_86192_length_1148_cov_2.247027,SRR7968125
NODE_47538_length_1838_cov_3.659002,SRR7968125
NODE_84324_length_1168_cov_2.542677,SRR7968125
NODE_52347_length_1702_cov_2.144505,SRR7968125
NODE_1978_length_21961_cov_27.263079,SRR7968125
NODE_938_length_34530_cov_7.149616,SRR7968125
NODE_75152_length_1279_cov_1.455065,SRR7968125
NODE_16241_length_4364_cov_2.799489,SRR7968125
NODE_5165_length_10948_cov_175.729459,SRR7968125
NODE_2650_length_18121_cov_8.862283,SRR7968125
NODE_23528_length_3235_cov_4.133648,SRR7968125
NODE_98750_length_1034_cov_1.669050,SRR7968125
NODE_27146_length_2881_cov_3.429229,SRR7968125
NODE_3886_length_13771_cov_74.429061,SRR7968125
NODE_17055_length_4205_cov_31.109639,SRR7968125
NODE_13249_length_5138_cov_21.746606,SRR7968125
NODE_7041_length_8546_cov_4.077729,SRR7968125
NODE_5391_length_10540_cov_27.519886,SRR7968125
NODE_2340_length_19704_cov_46.581353,SRR7968125
NODE_13186_length_5156_cov_4.152519,SRR7968125
NODE_908_length_35063_cov_8.633684,SRR7968125
NODE_38774_length_2164_cov_2.648174,SRR7968125
NODE_22842_length_3312_cov_4.351243,SRR7968125
NODE_132_length_85941_cov_16.784249,SRR7968125
NODE_2410_length_19328_cov_6.483267,SRR7968125
NODE_20117_length_3665_cov_9.802770,SRR7968125
NODE_21611_length_3460_cov_4.116887,SRR7968125
NODE_59218_length_1542_cov_25.686617,SRR7968125
NODE_291_length_60115_cov_139.546487,SRR7968125
NODE_381_length_52820_cov_6.822060,SRR7968125
NODE_41150_length_2062_cov_2.180369,SRR7968125
NODE_14718_length_4725_cov_2.991649,SRR7968125
NODE_13005_length_5212_cov_4.168315,SRR7968125
NODE_21_length_154796_cov_16.073090,SRR7968125
NODE_1164_length_31185_cov_77.601060,SRR7968125
NODE_4109_length_13184_cov_74.364232,SRR7968125
NODE_6601_length_9008_cov_4.972747,SRR7968125
NODE_39795_length_2119_cov_30.720446,SRR7968125
NODE_79674_length_1221_cov_2.896226,SRR7968125
NODE_13018_length_5209_cov_14.160458,SRR7968125
NODE_3128_length_16074_cov_6.598914,SRR7968125
NODE_101247_length_1014_cov_1.338895,SRR7968125
NODE_30169_length_2650_cov_4.296339,SRR7968125
NODE_55_length_115204_cov_8.031420,SRR7968125
NODE_5235_length_10816_cov_4.118112,SRR7968125
NODE_15289_length_4582_cov_2.932626,SRR7968125
NODE_45_length_121244_cov_7.964436,SRR7968125
NODE_645_length_42017_cov_8.698298,SRR7968125
NODE_5063_length_11152_cov_9.244210,SRR7968125
NODE_101277_length_1013_cov_3.579332,SRR7968125
NODE_2993_length_16646_cov_32.450304,SRR7968125
NODE_6_length_220380_cov_212.619771,SRR7968125
NODE_3922_length_13679_cov_5.254184,SRR7968125
NODE_2266_length_20156_cov_40.924183,SRR7968125
NODE_543_length_45501_cov_21.863684,SRR7968125
NODE_56_length_114985_cov_9.514887,SRR7968125
NODE_36435_length_2275_cov_14.997297,SRR7968125
NODE_18027_length_4014_cov_4.172518,SRR7968125
NODE_12463_length_5390_cov_9.085473,SRR7968125
NODE_535_length_45611_cov_14.121389,SRR7968125
NODE_278_length_60664_cov_22.962233,SRR7968125
NODE_39715_length_2122_cov_21.709724,SRR7968125
NODE_1246_length_29536_cov_45.434110,SRR7968125
NODE_2160_length_20763_cov_64.743481,SRR7968125
NODE_3126_length_16078_cov_7.077451,SRR7968125
NODE_29503_length_2695_cov_41.196212,SRR7968125
NODE_21887_length_3423_cov_11.463183,SRR7968125
NODE_44527_length_1935_cov_4.151596,SRR7968125
NODE_6354_length_9283_cov_7.578565,SRR7968125
NODE_21239_length_3511_cov_3.637153,SRR7968125
NODE_7624_length_8024_cov_25.873259,SRR7968125
NODE_2631_length_18224_cov_34.601079,SRR7968125
NODE_24779_length_3104_cov_3.551328,SRR7968125
NODE_256_length_63267_cov_27.175774,SRR7968125
NODE_2206_length_20528_cov_156.457676,SRR7968125
NODE_43111_length_1986_cov_3.712584,SRR7968125
NODE_62616_length_1476_cov_3.061928,SRR7968125
NODE_52364_length_1701_cov_3.780073,SRR7968125
NODE_11855_length_5614_cov_62.274690,SRR7968125
NODE_12424_length_5401_cov_103.641414,SRR7968125
NODE_17163_length_4186_cov_4.564028,SRR7968125
NODE_8115_length_7617_cov_5.043110,SRR7968125
NODE_5350_length_10612_cov_4.369139,SRR7968125
NODE_24989_length_3083_cov_3.615918,SRR7968125
NODE_4137_length_13124_cov_113.812304,SRR7968125
NODE_3717_length_14281_cov_25.964923,SRR7968125
NODE_22883_length_3306_cov_34.818825,SRR7968125
NODE_20714_length_3579_cov_3.175653,SRR7968125
NODE_4153_length_13090_cov_27.143383,SRR7968125
NODE_13_length_177156_cov_716.745400,SRR7968125
NODE_41984_length_2028_cov_5.670552,SRR7968125
NODE_49563_length_1775_cov_157.837209,SRR7968125
NODE_2351_length_19633_cov_9.564562,SRR7968125
NODE_58487_length_1558_cov_65.055223,SRR7968125
NODE_26311_length_2956_cov_382.377111,SRR7968125
NODE_1406_length_27372_cov_4.927225,SRR7968125
NODE_50342_length_1755_cov_1.758235,SRR7968125
NODE_588_length_43879_cov_22.659388,SRR7968125
NODE_75445_length_1275_cov_2.322131,SRR7968125
NODE_597_length_43705_cov_22.107171,SRR7968125
NODE_6457_length_9175_cov_2.498575,SRR7968125
NODE_2117_length_21094_cov_6.373687,SRR7968125
NODE_30243_length_2644_cov_2.724604,SRR7968125
NODE_1_length_321092_cov_9.127861,SRR7968125
NODE_67962_length_1384_cov_2.072235,SRR7968125
NODE_1065_length_32481_cov_266.800191,SRR7968125
NODE_17819_length_4056_cov_6.384154,SRR7968125
NODE_16967_length_4224_cov_6.893260,SRR7968125
NODE_9620_length_6646_cov_6.270824,SRR7968125
NODE_46806_length_1860_cov_3.449307,SRR7968125
NODE_61401_length_1499_cov_4.680748,SRR7968125
NODE_102_length_96593_cov_7.725383,SRR7968125
NODE_58361_length_1561_cov_4.157371,SRR7968125
NODE_99859_length_1025_cov_2.328866,SRR7968125
NODE_63999_length_1451_cov_1.566619,SRR7968125
NODE_12379_length_5416_cov_74.192315,SRR7968125
NODE_13037_length_5203_cov_2.973388,SRR7968125
NODE_171_length_77320_cov_23.114839,SRR7968125
NODE_4732_length_11812_cov_113.530918,SRR7968125
NODE_43412_length_1974_cov_3.759771,SRR7968125
NODE_11104_length_5922_cov_3.789671,SRR7968125
NODE_101756_length_1009_cov_5.484277,SRR7968125
NODE_83878_length_1173_cov_2.204830,SRR7968125
NODE_22005_length_3408_cov_12.269013,SRR7968125
NODE_301_length_59276_cov_25.039547,SRR7968125
NODE_24249_length_3160_cov_4.293076,SRR7968125
NODE_47767_length_1830_cov_19.279437,SRR7968125
NODE_7807_length_7863_cov_5.435067,SRR7968125
NODE_15373_length_4566_cov_2.843050,SRR7968125
NODE_7036_length_8551_cov_5.208922,SRR7968125
NODE_53012_length_1685_cov_2.955828,SRR7968125
NODE_482_length_47690_cov_32.743235,SRR7968125
NODE_91318_length_1098_cov_2.387344,SRR7968125
NODE_623_length_42738_cov_8.615561,SRR7968125
NODE_41545_length_2045_cov_3.007035,SRR7968125
NODE_96057_length_1056_cov_2.223776,SRR7968125
NODE_12273_length_5451_cov_4.583951,SRR7968125
NODE_12274_length_5451_cov_3.507413,SRR7968125
NODE_5820_length_9937_cov_41.271605,SRR7968125
NODE_53001_length_1685_cov_7.954601,SRR7968125
NODE_7228_length_8386_cov_8.398272,SRR7968125
NODE_42306_length_2016_cov_2.534931,SRR7968125
NODE_80205_length_1215_cov_1.862931,SRR7968125
NODE_34107_length_2397_cov_3.771990,SRR7968125
NODE_12164_length_5493_cov_7.968922,SRR7968125
NODE_640_length_42135_cov_7.463902,SRR7968125
NODE_6965_length_8633_cov_7.473304,SRR7968125
NODE_8367_length_7429_cov_3.888934,SRR7968125
NODE_388_length_52388_cov_4.740890,SRR7968125
NODE_22195_length_3386_cov_43.479436,SRR7968125
NODE_85640_length_1154_cov_2.264786,SRR7968125
NODE_21491_length_3475_cov_6.014327,SRR7968125
NODE_66195_length_1413_cov_2.475700,SRR7968125
NODE_17957_length_4027_cov_65.284491,SRR7968125
NODE_9033_length_6982_cov_29.767576,SRR7968125
NODE_686_length_40937_cov_203.888998,SRR7968125
NODE_13714_length_4994_cov_2.491193,SRR7968125
NODE_157_length_80345_cov_9.152422,SRR7968125
NODE_85006_length_1161_cov_1.676311,SRR7968125
NODE_677_length_41192_cov_63.849892,SRR7968125
NODE_2212_length_20499_cov_24.552827,SRR7968125
NODE_570_length_44544_cov_5.875362,SRR7968125
NODE_376_length_52940_cov_16.652586,SRR7968125
NODE_3213_length_15858_cov_4.894704,SRR7968125
NODE_1755_length_23644_cov_9.796346,SRR7968125
NODE_28134_length_2799_cov_3.470117,SRR7968125
NODE_817_length_37660_cov_219.337322,SRR7968125
NODE_229_length_66424_cov_5.753062,SRR7968125
NODE_80731_length_1209_cov_1.476603,SRR7968125
NODE_68088_length_1382_cov_2.305953,SRR7968125
NODE_495_length_47329_cov_35.473431,SRR7968125
NODE_1238_length_29739_cov_10.525771,SRR7968125
NODE_57679_length_1576_cov_3.048652,SRR7968125
NODE_76454_length_1261_cov_52.505804,SRR7968125
NODE_15483_length_4542_cov_3.127925,SRR7968125
NODE_2648_length_18141_cov_26.709001,SRR7968125
NODE_361_length_15116_cov_77.733484,SRR10312492
NODE_13714_length_1549_cov_71.208835,SRR10312492
NODE_8535_length_2103_cov_23.457520,SRR10312492
NODE_9381_length_1976_cov_28.834461,SRR10312492
NODE_288_length_16498_cov_55.294593,SRR10312492
NODE_8289_length_2143_cov_67.184866,SRR10312492
NODE_5582_length_2761_cov_193.400591,SRR10312492
NODE_2044_length_5176_cov_51.464558,SRR10312492
NODE_184_length_20262_cov_100.479883,SRR10312492
NODE_1382_length_6663_cov_99.902391,SRR10312492
NODE_294_length_16326_cov_154.810092,SRR10312492
NODE_8655_length_2082_cov_34.093241,SRR10312492
NODE_9713_length_1930_cov_84.226667,SRR10312492
NODE_22187_length_1142_cov_27.230911,SRR10312492
NODE_19649_length_1235_cov_17.676271,SRR10312492
NODE_156_length_22116_cov_282.667649,SRR10312492
NODE_12197_length_1670_cov_70.731889,SRR10312492
NODE_17518_length_1328_cov_31.959937,SRR10312492
NODE_22821_length_1122_cov_32.537020,SRR10312492
NODE_11368_length_1747_cov_251.339243,SRR10312492
NODE_358_length_15156_cov_62.935965,SRR10312492
NODE_19280_length_1250_cov_28.414226,SRR10312492
NODE_513_length_12340_cov_99.695157,SRR10312492
NODE_673_length_10498_cov_93.979795,SRR10312492
NODE_5447_length_2808_cov_32.082456,SRR10312492
NODE_18883_length_1266_cov_33.713460,SRR10312492
NODE_1857_length_5483_cov_56.935335,SRR10312492
NODE_14689_length_1483_cov_44.182073,SRR10312492
NODE_1337_length_6809_cov_125.636512,SRR10312492
NODE_8023_length_2185_cov_28.395305,SRR10312492
NODE_1187_length_7406_cov_152.885730,SRR10312492
NODE_1425_length_6544_cov_196.498536,SRR10312492
NODE_83_length_33570_cov_137.022378,SRR10312492
NODE_17558_length_1326_cov_43.494099,SRR10312492
NODE_1123_length_7667_cov_237.097609,SRR10312492
NODE_21282_length_1172_cov_27.067144,SRR10312492
NODE_2622_length_4434_cov_179.259877,SRR10312492
NODE_4808_length_3030_cov_123.258151,SRR10312492
NODE_13925_length_1535_cov_28.729054,SRR10312492
NODE_26605_length_1016_cov_30.668054,SRR10312492
NODE_9542_length_4465_cov_29.448980,SRR10312496
NODE_8953_length_4661_cov_44.943986,SRR10312496
NODE_15886_length_3122_cov_8.058689,SRR10312496
NODE_4773_length_7162_cov_6.891938,SRR10312496
NODE_7466_length_5326_cov_7.553026,SRR10312496
NODE_217_length_41432_cov_30.221959,SRR10312496
NODE_41285_length_1594_cov_3.413255,SRR10312496
NODE_68775_length_1127_cov_1.752799,SRR10312496
NODE_37639_length_1698_cov_287.468655,SRR10312496
NODE_14423_length_3348_cov_22.726389,SRR10312496
NODE_15320_length_3210_cov_21.263391,SRR10312496
NODE_2786_length_10196_cov_15.186865,SRR10312496
NODE_9168_length_4587_cov_7.458959,SRR10312496
NODE_9015_length_4640_cov_6.787568,SRR10312496
NODE_13871_length_3437_cov_11.695446,SRR10312496
NODE_11607_length_3897_cov_12.473191,SRR10312496
NODE_19476_length_2709_cov_3.674077,SRR10312496
NODE_7987_length_5075_cov_6.495219,SRR10312496
NODE_12422_length_3722_cov_105.859286,SRR10312496
NODE_9451_length_4492_cov_38.106604,SRR10312496
NODE_15930_length_3115_cov_4.407190,SRR10312496
NODE_68966_length_1124_cov_13.672591,SRR10312496
NODE_46258_length_1474_cov_5.482734,SRR10312496
NODE_580_length_25798_cov_24.713476,SRR10312496
NODE_79_length_64322_cov_135.968864,SRR10312496
NODE_3635_length_8601_cov_10.753452,SRR10312496
NODE_49829_length_1402_cov_5.460282,SRR10312496
NODE_42900_length_1551_cov_6.320856,SRR10312496
NODE_23917_length_2344_cov_4.966361,SRR10312496
NODE_21813_length_2507_cov_5.633768,SRR10312496
NODE_8808_length_4713_cov_5.326106,SRR10312496
NODE_8619_length_4793_cov_28.253905,SRR10312496
NODE_13580_length_3489_cov_3.979324,SRR10312496
NODE_947_length_19618_cov_14.103563,SRR10312496
NODE_672_length_23850_cov_33.834419,SRR10312496
NODE_55641_length_1299_cov_6.339228,SRR10312496
NODE_32035_length_1902_cov_5.222523,SRR10312496
NODE_11034_length_4041_cov_15.088058,SRR10312496
NODE_56032_length_1293_cov_4.651050,SRR10312496
NODE_4272_length_7735_cov_8.820182,SRR10312496
NODE_13336_length_3542_cov_7.468024,SRR10312496
NODE_23673_length_2361_cov_71.744579,SRR10312496
NODE_28067_length_2088_cov_302.055583,SRR10312496
NODE_5097_length_6837_cov_9.916101,SRR10312496
NODE_30057_length_1990_cov_5.295607,SRR10312496
NODE_69316_length_1121_cov_3.944653,SRR10312496
NODE_5307_length_6656_cov_7.260415,SRR10312496
NODE_66963_length_1147_cov_2.810440,SRR10312496
NODE_3_length_250771_cov_24.295494,SRR10312496
NODE_18318_length_2825_cov_4.358484,SRR10312496
NODE_25345_length_2246_cov_4.089913,SRR10312496
NODE_16583_length_3027_cov_460.415545,SRR10312496
NODE_56303_length_1289_cov_4.111021,SRR10312496
NODE_29182_length_2033_cov_4.277048,SRR10312496
NODE_5493_length_6511_cov_20.282993,SRR10312496
NODE_12530_length_3701_cov_59.162095,SRR10312496
NODE_12160_length_3781_cov_5.177134,SRR10312496
NODE_46749_length_1465_cov_4.155319,SRR10312496
NODE_19736_length_2686_cov_89.888635,SRR10312496
NODE_9508_length_4474_cov_7.969903,SRR10312496
NODE_3545_length_8737_cov_5.987215,SRR10312496
NODE_6695_length_5730_cov_5.839471,SRR10312496
NODE_446_length_30106_cov_40.258793,SRR10312496
NODE_28998_length_2042_cov_4.606442,SRR10312496
NODE_6352_length_5917_cov_17.552201,SRR10312496
NODE_4469_length_7491_cov_11.157612,SRR10312496
NODE_331_length_34488_cov_46.291639,SRR10312496
NODE_5422_length_6568_cov_9.227084,SRR10312496
NODE_1445_length_15429_cov_12.370235,SRR10312496
NODE_32_length_100296_cov_28.139853,SRR10312496
NODE_19161_length_2738_cov_85.223258,SRR10312496
NODE_65349_length_1165_cov_333.063063,SRR10312496
NODE_33086_length_1860_cov_24.054848,SRR10312496
NODE_38817_length_1664_cov_3.342449,SRR10312496
NODE_5805_length_6269_cov_9.533795,SRR10312496
NODE_60975_length_1221_cov_5.628645,SRR10312496
NODE_72764_length_1084_cov_3.514091,SRR10312496
NODE_28299_length_2076_cov_6.455220,SRR10312496
NODE_51458_length_1371_cov_3.534195,SRR10312496
NODE_50918_length_1381_cov_7.352187,SRR10312496
NODE_50037_length_1398_cov_4.994043,SRR10312496
NODE_24853_length_2280_cov_4.994607,SRR10312496
NODE_20492_length_2620_cov_135.478752,SRR10312496
NODE_56307_length_1289_cov_3.824149,SRR10312496
NODE_3188_length_9348_cov_7.127623,SRR10312496
NODE_10579_length_4165_cov_8.328710,SRR10312496
NODE_613_length_25066_cov_31.141258,SRR10312496
NODE_48858_length_1421_cov_13.040264,SRR10312496
NODE_7774_length_5182_cov_11.230739,SRR10312496
NODE_958_length_19468_cov_12.657395,SRR10312496
NODE_3267_length_9190_cov_13.968254,SRR10312496
NODE_12896_length_3627_cov_6.250560,SRR10312496
NODE_7902_length_5114_cov_95.392963,SRR10312496
NODE_14056_length_3407_cov_9.712112,SRR10312496
NODE_35590_length_1766_cov_3.318527,SRR10312496
NODE_80061_length_1016_cov_2.438085,SRR10312496
NODE_54485_length_1318_cov_3.264450,SRR10312496
NODE_15059_length_3254_cov_7.167240,SRR10312496
NODE_24384_length_2314_cov_5.846392,SRR10312496
NODE_1917_length_13018_cov_49.042120,SRR10312496
NODE_41909_length_1576_cov_6.155819,SRR10312496
NODE_1682_length_14164_cov_82.058544,SRR10312496
NODE_4199_length_7827_cov_9.175116,SRR10312496
NODE_51719_length_1366_cov_6.957285,SRR10312496
NODE_16610_length_3025_cov_3.751178,SRR10312496
NODE_1387_length_15785_cov_53.355753,SRR10312496
NODE_10826_length_4095_cov_4.303218,SRR10312496
NODE_13127_length_3580_cov_8.376170,SRR10312496
NODE_59331_length_1244_cov_3.251472,SRR10312496
NODE_74774_length_1064_cov_2.995045,SRR10312496
NODE_52205_length_1358_cov_5.611665,SRR10312496
NODE_49293_length_1412_cov_471.386883,SRR10312496
NODE_97_length_59617_cov_852.821161,SRR10312496
NODE_17796_length_2884_cov_4.818664,SRR10312496
NODE_53387_length_1337_cov_3.877535,SRR10312496
NODE_65395_length_1165_cov_4.565766,SRR10312496
NODE_560_length_26407_cov_27.498292,SRR10312496
NODE_3816_length_8325_cov_37.916566,SRR10312496
NODE_9053_length_4629_cov_14.096633,SRR10312496
NODE_70908_length_1103_cov_7.585878,SRR10312496
NODE_3905_length_8193_cov_9.865938,SRR10312496
NODE_169_length_45845_cov_56.397969,SRR10312496
NODE_16967_length_2983_cov_7.742828,SRR10312496
NODE_2110_length_12220_cov_15.917468,SRR10312496
NODE_56020_length_1293_cov_8.454766,SRR10312496
NODE_8196_length_4981_cov_8.719448,SRR10312496
NODE_987_length_19101_cov_34.104589,SRR10312496
NODE_9079_length_4619_cov_14.739702,SRR10312496
NODE_27621_length_2113_cov_161.595724,SRR10312496
NODE_278_length_37249_cov_9.897672,SRR10312496
NODE_4532_length_7427_cov_17.679734,SRR10312496
NODE_80652_length_1011_cov_2.805439,SRR10312496
NODE_47169_length_1456_cov_6.194861,SRR10312496
NODE_48030_length_1437_cov_8.074530,SRR10312496
NODE_8968_length_4656_cov_12.038253,SRR10312496
NODE_36431_length_1738_cov_3.463458,SRR10312496
NODE_80390_length_1013_cov_3.358038,SRR10312496
NODE_29638_length_2009_cov_6.733367,SRR10312496
NODE_5202_length_6738_cov_6.883735,SRR10312496
NODE_10120_length_4289_cov_7.939301,SRR10312496
NODE_20638_length_2609_cov_224.895067,SRR10312496
NODE_1527_length_14905_cov_12.408215,SRR10312496
NODE_50373_length_1391_cov_421.054641,SRR10312496
NODE_7315_length_5395_cov_8.079963,SRR10312496
NODE_20560_length_2615_cov_58.059766,SRR10312496
NODE_213_length_41534_cov_23.381205,SRR10312496
NODE_37082_length_1717_cov_4.061974,SRR10312496
NODE_1771_length_13680_cov_46.221945,SRR10312496
NODE_14330_length_3363_cov_8.448307,SRR10312496
NODE_1243_length_16852_cov_88.355778,SRR10312496
NODE_40147_length_1625_cov_5.563694,SRR10312496
NODE_47685_length_1444_cov_127.457883,SRR10312496
NODE_63032_length_1194_cov_2.608428,SRR10312496
NODE_21514_length_2531_cov_262.230210,SRR10312496
NODE_18_length_145199_cov_23.831974,SRR10312496
NODE_2932_length_9856_cov_8.570248,SRR10312496
NODE_7182_length_5461_cov_8.987051,SRR10312496
NODE_796_length_21753_cov_28.610517,SRR10312496
NODE_40315_length_1620_cov_5.424920,SRR10312496
NODE_551_length_26761_cov_17.490564,SRR10312496
NODE_4202_length_7824_cov_10.884927,SRR10312496
NODE_12287_length_3754_cov_5.999189,SRR10312496
NODE_16735_length_3009_cov_3.031821,SRR10312496
NODE_74763_length_1064_cov_3.325074,SRR10312496
NODE_35811_length_1758_cov_19.050499,SRR10312496
NODE_447_length_30101_cov_23.825468,SRR10312496
NODE_28801_length_2051_cov_5.103707,SRR10312496
NODE_56711_length_1283_cov_3.162866,SRR10312496
NODE_1166_length_17447_cov_25.120573,SRR10312496
NODE_56215_length_1290_cov_12.367611,SRR10312496
NODE_9786_length_4388_cov_5.072929,SRR10312496
NODE_41036_length_1600_cov_6.180583,SRR10312496
NODE_649_length_24419_cov_15.882573,SRR10312496
NODE_30923_length_1950_cov_12.503958,SRR10312496
NODE_14522_length_3334_cov_6.521195,SRR10312496
NODE_24828_length_2281_cov_45.920934,SRR10312496
NODE_533_length_27393_cov_27.280854,SRR10312496
NODE_13543_length_3497_cov_345.004358,SRR10312496
NODE_61257_length_1217_cov_6.533563,SRR10312496
NODE_57409_length_1271_cov_60.891447,SRR10312496
NODE_15248_length_3221_cov_6.673721,SRR10312496
NODE_2635_length_10566_cov_148.147084,SRR10312496
NODE_11012_length_4045_cov_13.059398,SRR10312496
NODE_25003_length_2270_cov_5.266366,SRR10312496
NODE_338_length_34328_cov_111.707612,SRR10312496
NODE_44619_length_1511_cov_4.601648,SRR10312496
NODE_1886_length_13131_cov_63.354925,SRR10312496
NODE_277_length_37268_cov_29.982614,SRR10312496
NODE_24799_length_1513_cov_6.245542,SRR10312504
NODE_6809_length_3611_cov_7.177728,SRR10312504
NODE_18379_length_1865_cov_4.419890,SRR10312504
NODE_18338_length_1867_cov_8.470199,SRR10312504
NODE_19370_length_1798_cov_5.344808,SRR10312504
NODE_628_length_16715_cov_98.330072,SRR10312504
NODE_1315_length_10562_cov_14.457600,SRR10312504
NODE_4339_length_4836_cov_16.724953,SRR10312504
NODE_23_length_72526_cov_22.119427,SRR10312504
NODE_12713_length_2408_cov_5.894603,SRR10312504
NODE_6215_length_3822_cov_7.409875,SRR10312504
NODE_19224_length_1806_cov_9.741862,SRR10312504
NODE_29035_length_1352_cov_75.265227,SRR10312504
NODE_16963_length_1975_cov_211.895312,SRR10312504
NODE_252_length_27166_cov_16.884291,SRR10312504
NODE_9_length_98312_cov_14.676389,SRR10312504
NODE_514_length_18553_cov_52.911720,SRR10312504
NODE_2740_length_6485_cov_279.675583,SRR10312504
NODE_27589_length_1404_cov_8.305411,SRR10312504
NODE_33_length_66432_cov_20.934556,SRR10312504
NODE_14035_length_2252_cov_7.063723,SRR10312504
NODE_3078_length_6005_cov_227.595294,SRR10312504
NODE_2105_length_7679_cov_121.729276,SRR10312504
NODE_571_length_17570_cov_15.593720,SRR10312504
NODE_17341_length_1944_cov_8.410270,SRR10312504
NODE_2271_length_7346_cov_19.508847,SRR10312504
NODE_27555_length_1405_cov_25.604444,SRR10312504
NODE_758_length_14877_cov_337.463433,SRR10312504
NODE_23250_length_1580_cov_8.244590,SRR10312504
NODE_22680_length_1608_cov_32.631037,SRR10312504
NODE_2932_length_6202_cov_3427.971368,SRR10312504
NODE_934_length_12983_cov_43.018796,SRR10312504
NODE_10585_length_2717_cov_55.409091,SRR10312504
NODE_9417_length_2926_cov_7.869732,SRR10312504
NODE_2794_length_6414_cov_15.165749,SRR10312504
NODE_12844_length_2392_cov_6.730424,SRR10312504
NODE_42000_length_1036_cov_6.158002,SRR10312504
NODE_4368_length_4816_cov_39.499055,SRR10312504
NODE_33657_length_1219_cov_12.994845,SRR10312504
NODE_7554_length_3375_cov_305.782530,SRR10312504
NODE_10392_length_2750_cov_22.543599,SRR10312504
NODE_344_length_23252_cov_32.078846,SRR10312504
NODE_4206_length_4935_cov_8.650410,SRR10312504
NODE_10367_length_2755_cov_32.644074,SRR10312504
NODE_11869_length_2517_cov_21.017059,SRR10312504
NODE_26198_length_1457_cov_14.371612,SRR10312504
NODE_26629_length_1440_cov_5.158123,SRR10312504
NODE_6790_length_3618_cov_57.188886,SRR10312504
NODE_42410_length_1029_cov_10.184805,SRR10312504
NODE_1732_length_8764_cov_11.754622,SRR10312504
NODE_10725_length_2697_cov_9.439818,SRR10312504
NODE_3661_length_5370_cov_27.671684,SRR10312504
NODE_30327_length_1314_cov_8.070691,SRR10312504
NODE_27458_length_1409_cov_8.141064,SRR10312504
NODE_18442_length_1860_cov_4.553463,SRR10312504
NODE_16290_length_2033_cov_8.642568,SRR10312504
NODE_37956_length_1115_cov_8.522642,SRR10312504
NODE_34163_length_1206_cov_45.030408,SRR10312504
NODE_16454_length_2019_cov_7.568737,SRR10312504
NODE_12316_length_2459_cov_9.853161,SRR10312504
NODE_1761_length_8672_cov_11.801787,SRR10312504
NODE_30189_length_1318_cov_5.793349,SRR10312504
NODE_6022_length_3900_cov_11.497789,SRR10312504
NODE_982_length_12639_cov_25.230690,SRR10312504
NODE_4299_length_4867_cov_7.995844,SRR10312504
NODE_11204_length_2617_cov_6.329040,SRR10312504
NODE_22814_length_1602_cov_5.550743,SRR10312504
NODE_5370_length_4215_cov_6.771635,SRR10312504
NODE_33733_length_1217_cov_9.182444,SRR10312504
NODE_17713_length_1916_cov_48.225685,SRR10312504
NODE_6236_length_3810_cov_7.148868,SRR10312504
NODE_14696_length_2180_cov_12.080941,SRR10312504
NODE_1129_length_11593_cov_21.017161,SRR10312504
NODE_1298_length_10648_cov_26.092231,SRR10312504
NODE_20775_length_1709_cov_54.159613,SRR10312504
NODE_7559_length_3374_cov_263.630612,SRR10312504
NODE_6136_length_3854_cov_145.870755,SRR10312504
NODE_202_length_29870_cov_45.319638,SRR10312504
NODE_865_length_13611_cov_244.503320,SRR10312504
NODE_27753_length_1397_cov_12.669151,SRR10312504
NODE_1493_length_9721_cov_53.599214,SRR10312504
NODE_14599_length_2191_cov_9.183989,SRR10312504
NODE_6764_length_3626_cov_11.508261,SRR10312504
NODE_16178_length_2041_cov_104.601208,SRR10312504
NODE_13173_length_2348_cov_26.858264,SRR10312504
NODE_2712_length_6525_cov_9.716692,SRR10312504
NODE_42347_length_1030_cov_8.733333,SRR10312504
NODE_16398_length_2024_cov_6.228035,SRR10312504
NODE_8558_length_3112_cov_5.736670,SRR10312504
NODE_4184_length_4949_cov_12.655497,SRR10312504
NODE_1441_length_9950_cov_70.433350,SRR10312504
NODE_40124_length_1071_cov_4.855315,SRR10312504
NODE_974_length_12693_cov_40.369520,SRR10312504
NODE_31285_length_1283_cov_27.219870,SRR10312504
NODE_31951_length_1266_cov_5.083402,SRR10312504
NODE_13131_length_2356_cov_3.617123,SRR10312504
NODE_19199_length_1808_cov_8.185396,SRR10312504
NODE_21453_length_1673_cov_5.983313,SRR10312504
NODE_28547_length_1369_cov_3.756469,SRR10312504
NODE_16305_length_2032_cov_8.740516,SRR10312504
NODE_10583_length_2718_cov_10.269996,SRR10312504
NODE_23078_length_1588_cov_3.849315,SRR10312504
NODE_31801_length_1270_cov_5.674074,SRR10312504
NODE_3724_length_5312_cov_44.749857,SRR10312504
NODE_36250_length_1154_cov_9.574158,SRR10312504
NODE_17469_length_1935_cov_4.673936,SRR10312504
NODE_7456_length_3409_cov_6.811866,SRR10312504
NODE_1550_length_9484_cov_31.072542,SRR10312504
NODE_7838_length_3290_cov_11.819165,SRR10312504
NODE_31425_length_1279_cov_104.598039,SRR10312504
NODE_498_length_18953_cov_12.348026,SRR10312504
NODE_18102_length_1883_cov_10.047046,SRR10312504
NODE_10941_length_2660_cov_12.721689,SRR10312504
NODE_13084_length_2362_cov_8.335067,SRR10312504
NODE_32774_length_1243_cov_8.716330,SRR10312504
